symbol,timestamp,open,high,low,close,volume
SPY,2007-01-01,106.21780831931537,106.38350227991472,105.02886251953335,105.08990253094737,1063780
SPY,2007-01-02,105.08990253094737,106.18225292437413,105.06827030595542,105.43569170420706,1202103
SPY,2007-01-03,105.43569170420706,105.62906551778774,104.55687970859034,104.87595667149297,894966
SPY,2007-01-04,104.87595667149297,105.18138601838183,101.56321583552975,102.18845887925465,1190073
SPY,2007-01-05,102.18845887925465,102.5628384008381,101.33785043117724,101.80213943241928,851518
SPY,2007-01-08,101.80213943241928,102.32564109242261,100.61262557894183,101.21222152472322,1119544
SPY,2007-01-09,101.21222152472322,101.55941685677247,101.1463813623256,101.38652836773642,896912
SPY,2007-01-10,101.38652836773642,101.48555473331086,100.1387422020007,100.82864509190424,1189487
SPY,2007-01-11,100.82864509190424,101.32792526117738,99.81470556869957,99.84904217765217,967648
SPY,2007-01-12,99.84904217765217,100.51056433279311,99.35918061701311,99.66986261831751,1077869
SPY,2007-01-15,99.66986261831751,102.67829352533894,98.70347895185624,102.4888383412488,1238727
SPY,2007-01-16,102.4888383412488,103.71151896884169,102.39814340387667,102.7641626307119,1176352
SPY,2007-01-17,102.7641626307119,103.04301219102089,100.93508945143502,101.77856660920267,683341
SPY,2007-01-18,101.77856660920267,102.33091490368543,100.31725540589201,100.45882622817281,823881
SPY,2007-01-19,100.45882622817281,101.83083077640397,99.68401709084615,101.09384936806224,1177549
SPY,2007-01-22,101.09384936806224,101.21098586056276,100.06379118491091,100.93496431986195,875304
SPY,2007-01-23,100.93496431986195,100.99911691804543,99.1538649176998,99.4631778173283,1219929
SPY,2007-01-24,99.4631778173283,101.32822575410458,98.58072782956161,100.68629277190671,820358
SPY,2007-01-25,100.68629277190671,101.4044325065504,98.93324406764091,99.69168349034997,984839
SPY,2007-01-26,99.69168349034997,101.73223381507282,99.17056233258234,101.23235291428601,1067636
SPY,2007-01-29,101.23235291428601,101.34157394442413,100.84771248928655,100.87941806891114,987827
SPY,2007-01-30,100.87941806891114,101.39246122262712,98.59561435838634,99.49863057146857,1208498
SPY,2007-01-31,99.49863057146857,100.25039360758603,98.79009457146543,99.01664283380056,700989
SPY,2007-02-01,99.01664283380056,99.1762787399729,97.9370134199264,98.85607603805015,914626
SPY,2007-02-02,98.85607603805015,100.26745864549721,98.0615973586142,99.40121621997287,1231637
SPY,2007-02-05,99.40121621997287,101.71795501499712,99.08511689822906,100.8145644736926,1035110
SPY,2007-02-06,100.8145644736926,101.24515133062937,99.78327716505142,100.6062511549399,926434
SPY,2007-02-07,100.6062511549399,100.82970549657682,97.86783078025954,97.98528119749986,1069103
SPY,2007-02-08,97.98528119749986,98.79636882867682,97.47694274795836,98.4780847712981,966787
SPY,2007-02-09,98.4780847712981,99.43507715451233,96.65928425682868,97.59861953039986,1280791
SPY,2007-02-12,97.59861953039986,97.92305893942769,97.32061914002388,97.62931351104992,665299
SPY,2007-02-13,97.62931351104992,98.26955925187056,97.57905515960049,97.77804950767315,913478
SPY,2007-02-14,97.77804950767315,98.52955232198363,97.63637412790571,98.29407717229604,948194
SPY,2007-02-15,98.29407717229604,98.91610157245583,97.63340773862647,98.67724809166745,998523
SPY,2007-02-16,98.67724809166745,99.39583194463127,97.6012204858599,97.96150638289387,1154628
SPY,2007-02-19,97.96150638289387,99.9195380608297,97.87305716403893,99.38704742149595,1278465
SPY,2007-02-20,99.38704742149595,99.57242266187693,98.9059874627944,98.9463329701262,1184632
SPY,2007-02-21,98.9463329701262,100.70113051742811,98.4396356675445,100.68442915656263,1174717
SPY,2007-02-22,100.68442915656263,101.56508780187889,99.98876243912689,101.38830064261951,755425
SPY,2007-02-23,101.38830064261951,102.20852317844174,101.04249926522587,102.06815808377252,967812
SPY,2007-02-26,102.06815808377252,102.74179164320635,100.9235040715568,101.75506908595733,1111224
SPY,2007-02-27,101.75506908595733,103.44334679320164,101.6603323002555,103.193770295675,1507832
SPY,2007-02-28,103.193770295675,103.55413282195128,101.0206064523336,101.7593341171375,1238145
SPY,2007-03-01,101.7593341171375,102.52491289981093,101.59486181393272,102.43872099582366,1243414
SPY,2007-03-02,102.43872099582366,102.73119453746811,102.33477484513698,102.7217471653598,1169480
SPY,2007-03-05,102.7217471653598,103.66502434765665,102.05204116875744,102.95269956348194,756629
SPY,2007-03-06,102.95269956348194,104.0065351060483,102.61769178985556,103.7603645878802,809100
SPY,2007-03-07,103.7603645878802,105.49955868339879,103.07802305325247,104.61117608608248,1253677
SPY,2007-03-08,104.61117608608248,104.99584791231733,103.48066920228678,103.755832125692,1029172
SPY,2007-03-09,103.755832125692,105.38030958157961,102.9311690438733,104.71938509334866,952081
SPY,2007-03-12,104.71938509334866,108.16533733467037,104.51492783708866,107.63521485672106,1018753
SPY,2007-03-13,107.63521485672106,107.66138739943403,105.96407625959891,106.65248852592936,1195436
SPY,2007-03-14,106.65248852592936,107.68344994589526,105.54646167974515,106.57342448838334,1148068
SPY,2007-03-15,106.57342448838334,106.9838363253814,105.24107188373344,106.14450670510124,1155409
SPY,2007-03-16,106.14450670510124,106.73552065846542,104.22965954820278,105.2146313426325,897406
SPY,2007-03-19,105.2146313426325,106.03310890687771,104.56755375633043,105.93016968213519,1352587
SPY,2007-03-20,105.93016968213519,107.89665266198814,105.19181972498771,107.10326528417295,1010272
SPY,2007-03-21,107.10326528417295,107.41771173598825,105.27071546265664,106.12968793120237,1276400
SPY,2007-03-22,106.12968793120237,107.47851841393593,105.58700183903133,106.50586367599621,1051441
