symbol,timestamp,open,high,low,close,volume
NIFTY50,2016-01-01,125.84137171819695,126.10641445930175,124.1521724794393,124.47608916388911,1057343
NIFTY50,2016-01-04,124.47608916388911,125.37906658642902,124.16233855677088,124.68969861540391,1039348
NIFTY50,2016-01-05,124.68969861540391,125.09365200756389,123.51940210680277,124.43913741626538,1279583
NIFTY50,2016-01-06,124.43913741626538,126.22865948426988,124.04269047671013,126.13490484663693,1107191
NIFTY50,2016-01-07,126.13490484663693,126.7687073558697,124.39732878389358,124.75038960587547,756400
NIFTY50,2016-01-08,124.75038960587547,125.66767429053768,121.50510172273782,122.24283822407588,826696
NIFTY50,2016-01-11,122.24283822407588,122.64074130945231,120.87451590195424,120.90010495033044,1121921
NIFTY50,2016-01-12,120.90010495033044,120.97925065808899,119.8594544302033,120.58614561401224,896758
NIFTY50,2016-01-13,120.58614561401224,121.39396910820679,119.76964096436502,120.5449348781363,1014187
NIFTY50,2016-01-14,120.5449348781363,121.03601484293165,118.79083873979211,119.88369027656199,946011
NIFTY50,2016-01-15,119.88369027656199,121.44389438033608,118.82453496558288,120.79999716954902,1180439
NIFTY50,2016-01-18,120.79999716954902,121.81180009537148,119.12087292892538,119.45491465504236,966416
NIFTY50,2016-01-19,119.45491465504236,121.6525896746955,118.58626222992507,121.33689150269144,1310726
NIFTY50,2016-01-20,121.33689150269144,124.02717091745548,121.02407401726869,123.10010442523051,1085304
NIFTY50,2016-01-21,123.10010442523051,123.12354141414049,122.52407255297585,122.88954331824802,610093
NIFTY50,2016-01-22,122.88954331824802,123.04472318005593,121.18234352994241,121.74631719559973,986935
NIFTY50,2016-01-25,121.74631719559973,123.39203885148476,121.16832778733819,122.72159372970009,1103953
NIFTY50,2016-01-26,122.72159372970009,122.90145695535604,120.33188264141323,121.29239279610127,908450
NIFTY50,2016-01-27,121.29239279610127,123.9838113436838,121.05721180201179,123.11696567405716,964942
NIFTY50,2016-01-28,123.11696567405716,123.63882587305227,118.9598952580036,119.60885829539764,1106763
NIFTY50,2016-01-29,119.60885829539764,120.37681085456738,118.58852180757385,119.18543975472672,670764
NIFTY50,2016-02-01,119.18543975472672,120.09403860582341,118.6451370307993,119.5182924532187,956280
NIFTY50,2016-02-02,119.5182924532187,120.57303317012708,118.61793088596346,119.41906966267202,1018631
NIFTY50,2016-02-03,119.41906966267202,119.61793091055041,118.01408343437366,118.39723849682994,1008017
NIFTY50,2016-02-04,118.39723849682994,118.96085984487878,116.8759449073847,117.42417987560624,1108173
NIFTY50,2016-02-05,117.42417987560624,121.23972139747328,116.61829640722473,121.20193901725274,867098
NIFTY50,2016-02-08,121.20193901725274,124.04606125513682,120.922525979283,123.04283204909694,987068
NIFTY50,2016-02-09,123.04283204909694,124.40815538005938,122.49325141283433,123.20351723446215,964185
NIFTY50,2016-02-10,123.20351723446215,123.55766032058295,122.01579318758932,122.41722319669732,903627
NIFTY50,2016-02-11,122.41722319669732,125.08400494660873,122.35481885838341,124.74325246591896,818749
NIFTY50,2016-02-12,124.74325246591896,126.67948268911724,123.53974982724442,126.05130411063338,928834
NIFTY50,2016-02-15,126.05130411063338,126.29497892518935,122.9961858052912,123.85639883604398,1005789
NIFTY50,2016-02-16,123.85639883604398,127.75137417094525,122.9573209461794,126.79391931892137,1162438
NIFTY50,2016-02-17,126.79391931892137,127.47546126658725,123.13908251903021,123.89789698371514,1140972
NIFTY50,2016-02-18,123.89789698371514,124.31368124070566,123.20102239953111,123.63424786290122,776936
NIFTY50,2016-02-19,123.63424786290122,124.74014575660442,122.94716711052702,123.20099488246382,786373
NIFTY50,2016-02-22,123.20099488246382,124.17105895706558,121.08300690435084,121.14373193515023,846982
NIFTY50,2016-02-23,121.14373193515023,122.34664412817745,119.8150213524725,120.50282135269828,878547
NIFTY50,2016-02-24,120.50282135269828,120.70505171096957,119.9021997846625,120.05178980066405,865508
NIFTY50,2016-02-25,120.05178980066405,120.84507053999091,119.65411674991314,120.08706878875174,1288459
