symbol,timestamp,open,high,low,close,volume
SPY,2021-01-01,120.12519822985554,120.86112388388237,118.94329139657185,119.49635103816304,1111373
SPY,2021-01-04,119.49635103816304,120.35310408136175,117.3037015010234,117.74045746458123,1248645
SPY,2021-01-05,117.74045746458123,117.99580883129661,117.09850773911928,117.82063104127411,1264288
SPY,2021-01-06,117.82063104127411,117.84279338846844,115.93320001532277,116.71574794193906,1168948
SPY,2021-01-07,116.71574794193906,119.41132811382398,116.10922877355898,118.35215217898946,1369527
SPY,2021-01-08,118.35215217898946,119.11244010701505,118.30846549357548,118.72847509611304,851402
SPY,2021-01-11,118.72847509611304,119.12699773057349,116.76673013057864,117.87887337096163,1065513
SPY,2021-01-12,117.87887337096163,118.9175446910075,115.64039863140164,116.18149286025421,776215
SPY,2021-01-13,116.18149286025421,116.74760068527735,115.7318765129269,116.25878424134214,1161532
SPY,2021-01-14,116.25878424134214,116.32772736663249,114.83006742626065,115.95734347420776,1364414
SPY,2021-01-15,115.95734347420776,116.7348128440642,115.19873715286238,116.51677168883013,922978
SPY,2021-01-18,116.51677168883013,116.70520947772742,115.59334513811113,115.72138604712836,786911
SPY,2021-01-19,115.72138604712836,117.32490234458498,114.72394959876463,116.54751306754198,834386
SPY,2021-01-20,116.54751306754198,117.66227999674186,116.08874862537293,116.99124445494925,740369
SPY,2021-01-21,116.99124445494925,118.07859877996117,114.87953119855048,115.73890117001471,985450
SPY,2021-01-22,115.73890117001471,116.10720906058302,113.39206479477556,114.5119207401255,1226669
SPY,2021-01-25,114.5119207401255,115.06078440847408,112.39853012561703,112.63856388764836,747153
SPY,2021-01-26,112.63856388764836,114.8177384073324,112.20639053099606,114.07203072251677,1207024
SPY,2021-01-27,114.07203072251677,116.12579157028271,113.26811950379924,115.53791989592645,797405
SPY,2021-01-28,115.53791989592645,115.74832167303282,115.1926110051004,115.47667569888235,1030170
SPY,2021-01-29,115.47667569888235,115.90092571967007,115.06675341280261,115.17446837215135,1109795
SPY,2021-02-01,115.17446837215135,116.85969279284089,114.88949755784029,116.33360403945034,971731
SPY,2021-02-02,116.33360403945034,117.36344231690033,114.79941772266362,115.01610268112455,1103766
SPY,2021-02-03,115.01610268112455,115.89607333732322,114.51007239532774,115.16235488645238,1165825
SPY,2021-02-04,115.16235488645238,116.54061242293018,114.15833221117393,115.85646113775678,1257260
SPY,2021-02-05,115.85646113775678,117.08443377034135,115.27573819517914,115.98027919730676,1315271
SPY,2021-02-08,115.98027919730676,118.71241488712559,115.02580111817052,117.79194754251695,1139208
SPY,2021-02-09,117.79194754251695,119.86120781877857,117.74317830834552,119.01182558549374,1259746
SPY,2021-02-10,119.01182558549374,120.12340453544792,118.51718404932942,118.78976846086879,1263612
SPY,2021-02-11,118.78976846086879,120.15390226845787,118.05459032388096,119.25660644693663,1149412
SPY,2021-02-12,119.25660644693663,121.33072021696506,118.74271196925336,120.40861997398069,1139137
SPY,2021-02-15,120.40861997398069,121.71609272729798,119.42781101184916,120.62061827507972,1220214
SPY,2021-02-16,120.62061827507972,124.20933399239699,120.31800770556852,123.80238573052705,1537061
SPY,2021-02-17,123.80238573052705,124.69671797002106,122.66018338010453,124.39254531795423,1241687
